p10,p25,p50,p75,p90,metric,comid,result_type,gageid,gagetype,station_nm,lat,lon,MP_metric,class3_id,class3_name,CLASS_NAME
61.10000000000001,77.75,101.75,132.625,137.2,Peak_Tim_10,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
82.4,104,128,150,200.7999999999999,Peak_Tim_2,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
71.2,86.5,114,136.5,151.6,Peak_Tim_5,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1.75,2.5,3,3.5999999999999996,Peak_Dur_10,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1,2,7,24.19999999999999,Peak_Dur_2,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1,2,4.5,7,Peak_Dur_5,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
111.7,111.7,111.7,111.7,111.7,Peak_10,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
18,18,18,18,18,Peak_2,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
63.8,63.8,63.8,63.8,63.8,Peak_5,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1,1,1.25,2,Peak_Fre_10,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1,1,3,4.399999999999999,Peak_Fre_2,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
1,1,1,2,2.5999999999999996,Peak_Fre_5,22592131,observed,10259000,REF,ANDREAS C NR PALM SPRINGS CA,33.7600211,-116.5500155,0.32432432432432434,2,MIXED,low-volume snowmelt and rain
122.3,182,217,237,262.2,DS_Dur_WS,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
285.6,297,311,334,345.20000000000005,DS_Tim,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
15.82,19.375,28,35.0625,46.599999999999994,DS_Mag_50,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
25.97,29.4275,47.900000000000006,65.25,84.97900000000001,DS_Mag_90,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
2,3,3.5,6,8,FA_Dur,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
41.67583122858993,55.49588030610159,93.57378451623003,131.29327560894427,264.16071674063755,FA_Mag,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
9.4,15.75,31,48,60.60000000000001,FA_Tim,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
0.04469497523000707,0.05004864234870304,0.05798319327731093,0.06666666666666667,0.08002283222871459,SP_ROC,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
49,60,72,90,111.6,SP_Dur,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
198.40000000000003,318,488,731,912,SP_Mag,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
218.8,228,237,247,259.4,SP_Tim,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
45,56,74,100,158.8,Wet_BFL_Dur,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
30,42.7,64,98,121.4,Wet_BFL_Mag_10,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
87.4,134.5,206,300,409.1000000000002,Wet_BFL_Mag_50,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
75.6,142,162,179,189.2,Wet_Tim,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
77.60000000000001,83,92,188,230.4,Peak_Tim_10,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
189,210,221.5,231.5,244,Peak_Tim_2,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
82.1,91.25,201,228,236.7,Peak_Tim_5,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1,1,1,2,3.1999999999999993,Peak_Dur_10,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1,5,11,19,40.6,Peak_Dur_2,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1,1,1.5,4.75,8.900000000000002,Peak_Dur_5,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1618.0000000000002,1618.0000000000002,1618.0000000000002,1618.0000000000002,1618.0000000000002,Peak_10,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
611,611,611,611,611,Peak_2,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1082.0000000000002,1082.0000000000002,1082.0000000000002,1082.0000000000002,1082.0000000000002,Peak_5,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1,1,1,1,1.1999999999999993,Peak_Fre_10,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1,1,2,4,4,Peak_Fre_2,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
1,1,1,1,3.3000000000000007,Peak_Fre_5,8924041,observed,10310000,REF,"W FK CARSON RV AT WOODFORDS, CA",38.76962765,-119.833789,0.65625,NA,NA,NA
196,222,234,254,259,DS_Dur_WS,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
294,303,311,323,334,DS_Tim,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
3.28,3.5,4.54,5.4,12,DS_Mag_50,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
6.468000000000001,10.231999999999994,13,24,30.419999999999995,DS_Mag_90,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
2,2,2.5,4,5,FA_Dur,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
7.793718776460453,15.855852038333758,28.03030758905017,40.46727589501475,112.28019115621444,FA_Mag,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
18.5,26.5,37,49,61,FA_Tim,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
0.05634920634920634,0.0610655398127434,0.06716791979949874,0.07204602271015931,0.07692307692307689,SP_ROC,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
50,61,65,70,80,SP_Dur,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
127,198,228,314,389,SP_Mag,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
232,234,246,254,267,SP_Tim,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
48,50,67,78,91,Wet_BFL_Dur,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
14.92,17.6,21.74,32.35,42,Wet_BFL_Mag_10,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
48,57.4,78.2,113,141,Wet_BFL_Mag_50,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
154,169,183,194,196,Wet_Tim,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
119,159.5,227,249,262.2,Peak_Tim_10,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
220,226,235,242.5,253,Peak_Tim_2,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
91.4,92,227,231,255,Peak_Tim_5,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
1.2,1.5,2,2,2,Peak_Dur_10,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
2,3,5,13,17,Peak_Dur_2,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
1,1,1,2,2,Peak_Dur_5,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
489,489,489,489,489,Peak_10,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
316,316,316,316,316,Peak_2,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
447,447,447,447,447,Peak_5,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
1,1,1,1,1,Peak_Fre_10,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
1,1,1,2.5,3,Peak_Fre_2,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
1,1,1,1,1,Peak_Fre_5,8943705,observed,10336580,REF,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,38.79629598,-120.0190718,0.8947368421052632,NA,NA,NA
111.5,159.25,208,234,250.5,DS_Dur_WS,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
293,299,318,328,334.5,DS_Tim,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
4.699999999999999,8.125,11.5,14,17,DS_Mag_50,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
13,16.225,24,33.349999999999994,44,DS_Mag_90,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
2,3,3,5,5.800000000000001,FA_Dur,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
14.397758104962742,25.997325089020027,45.9855329141966,54.8352641591516,181.29119100459425,FA_Mag,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
8,19,33,48,56.6,FA_Tim,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
0.05572791837991162,0.0588235294117647,0.0625,0.06965497114664551,0.07410683768508686,SP_ROC,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
46,50.25,61,74.5,80.5,SP_Dur,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
194,251.5,397,501.75,567.5,SP_Mag,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
237,242.5,252,260.75,272,SP_Tim,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
54,57.5,83.5,147.25,201.5,Wet_BFL_Dur,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
26.9,32.25,44.5,59.175,107.3,Wet_BFL_Mag_10,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
53.25,71.25,109.5,147.625,353.25,Wet_BFL_Mag_50,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
54,101.5,169.5,181.75,204,Wet_Tim,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
90.8,102.5,122,187.5,226.79999999999995,Peak_Tim_10,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
89.3,118.5,221,241.875,256.15000000000003,Peak_Tim_2,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
93.5,105.25,115.5,149,205.5,Peak_Tim_5,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
1.2,1.5,2,2,2,Peak_Dur_10,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
1,1,3,10,21.4,Peak_Dur_2,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
1,1.25,2,2,3.5,Peak_Dur_5,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
862,862,862,862,862,Peak_10,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
525,525,525,525,525,Peak_2,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
710,710,710,710,710,Peak_5,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
1,1,1,1,1,Peak_Fre_10,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
1,1,1.5,2,3,Peak_Fre_2,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
1,1,1,1.75,2.5,Peak_Fre_5,8943685,observed,10336600,REF,UP TRUCKEE R NR MEYERS CA,38.8429629,-120.0246274,0.8387096774193549,NA,NA,NA
141.6,206.75,240.5,253.5,268.4,DS_Dur_WS,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
267.9,273.75,281,292.25,301.90000000000003,DS_Tim,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
0.8190000000000001,0.94125,1.3275,1.89,3.41,DS_Mag_50,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
1.67,2.846250000000002,4.775,8.0375,11.300000000000004,DS_Mag_90,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
2,2,4,6.25,8.900000000000002,FA_Dur,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
2.583113673189384,3.399242250247941,4.289673269313123,9.120147737816954,48.96931289581155,FA_Mag,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
9.3,19.75,32,53,63.8,FA_Tim,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
0.07965000965525644,0.08333333333333331,0.09199134199134204,0.10199110235996511,0.1125707547169812,SP_ROC,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
35.9,40.75,47,54.25,59,SP_Dur,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
54.28,73.225,101.5,162,192.5,SP_Mag,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
215.9,222.75,233,244.75,259,SP_Tim,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
46.400000000000006,64.75,83,118.25,175.8,Wet_BFL_Dur,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
5.744,6.800000000000001,10.115,13.82,22.06,Wet_BFL_Mag_10,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
11.85,18.75,28.825,46,57.920000000000016,Wet_BFL_Mag_50,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
43.9,112.5,154.5,170.5,178.90000000000003,Wet_Tim,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
91.3,91.75,100.25,110.25,113.4,Peak_Tim_10,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
91,171,223.5,239.5,246.6,Peak_Tim_2,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
87.4,91.75,132,198,228.6,Peak_Tim_5,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
1,1,1.5,2.25,2.7,Peak_Dur_10,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
1,2,5,6,8.70000000000001,Peak_Dur_2,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
1,1,1.5,3.25,4,Peak_Dur_5,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
408.90000000000015,408.90000000000015,408.90000000000015,408.90000000000015,408.90000000000015,Peak_10,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
161.5,161.5,161.5,161.5,161.5,Peak_2,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
278.8000000000001,278.8000000000001,278.8000000000001,278.8000000000001,278.8000000000001,Peak_5,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
1,1,1.5,2,2,Peak_Fre_10,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
1,1,2,3,4.100000000000001,Peak_Fre_2,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
1,1,1,2,2.3,Peak_Fre_5,8941733,observed,10336645,REF,GENERAL C NR MEEKS BAY CA,39.05185197,-120.1185209,0.7714285714285716,NA,NA,NA
116.2,167,215.5,236.5,253.3,DS_Dur_WS,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
285.9,296,305.5,315,325.3,DS_Tim,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
1.809,2.48875,3.58,4.220000000000001,7.42,DS_Mag_50,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
3.298,5.73675,10.915000000000004,16.587500000000002,24.08,DS_Mag_90,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
2,2,3,4,5,FA_Dur,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
6.495192093450106,9.932233553001955,17.37358393154844,26.97311809378933,111.83362740697008,FA_Mag,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
10.4,21,34,48,63.60000000000001,FA_Tim,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
0.05832292707292709,0.06237022425249169,0.06802756067461957,0.07423371647509584,0.07702429149797571,SP_ROC,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
46.900000000000006,54.75,60,66,73.10000000000001,SP_Dur,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
84,111.5,190.5,268,313.6,SP_Mag,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
226.9,234,244,256.25,265,SP_Tim,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
53.8,68.75,89.5,127.25,193.7,Wet_BFL_Dur,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
9.9737,15.975,21.79,30.397500000000004,38.89000000000001,Wet_BFL_Mag_10,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
25.9,39.275000000000006,65,92,104.55,Wet_BFL_Mag_50,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
46.2,116.25,155.5,173.75,183.5,Wet_Tim,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
81,84.25,91.5,107,117,Peak_Tim_10,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
89.2,130.75,215,236.75,246.6,Peak_Tim_2,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
91.1,101,112,153.25,185.8,Peak_Tim_5,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
1,1,1,1.75,2.5,Peak_Dur_10,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
1,2,4,7.5,20,Peak_Dur_2,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
1,1,2,3,3,Peak_Dur_5,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
930,930,930,930,930,Peak_10,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
290,290,290,290,290,Peak_2,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
593.4000000000001,593.4000000000001,593.4000000000001,593.4000000000001,593.4000000000001,Peak_5,8941693,observed,10336660,REF,BLACKWOOD C NR TAHOE CITY CA,39.10740708,-120.1621352,0.8666666666666667,NA,NA,NA
